date,sku_id,signal_type,volume,source
2023-01-25,PB-BD-001,search,31112.7,GoogleTrends
2023-01-26,PB-BD-001,social,38374.0,Instagram
2023-01-26,PB-BD-001,search,16079.8,GoogleTrends
2023-01-27,PB-BD-001,social,44209.6,Instagram
2023-01-27,PB-BD-001,search,29789.2,GoogleTrends
2023-01-28,PB-BD-001,social,38568.9,TikTok
2023-01-28,PB-BD-001,search,22605.0,GoogleTrends
2023-01-29,PB-BD-001,social,42187.3,TikTok
2023-01-29,PB-BD-001,search,37275.6,GoogleTrends
2023-01-30,PB-BD-001,social,39569.8,Instagram
2023-01-30,PB-BD-001,search,33096.4,GoogleTrends
2023-01-31,PB-BD-001,social,41013.0,YouTube
2023-01-31,PB-BD-001,search,30425.2,GoogleTrends
2023-02-01,PB-BD-001,social,48160.5,Instagram
2023-02-01,PB-BD-001,search,41157.5,GoogleTrends
2023-02-02,PB-BD-001,social,56060.5,Instagram
2023-02-02,PB-BD-001,search,22569.4,GoogleTrends
2023-02-03,PB-BD-001,social,34666.7,YouTube
2023-02-03,PB-BD-001,search,21127.7,GoogleTrends
2023-02-04,PB-BD-001,social,45428.1,Instagram
2023-02-04,PB-BD-001,search,32446.1,GoogleTrends
2023-02-05,PB-BD-001,social,48873.2,YouTube
2023-02-05,PB-BD-001,search,25082.3,GoogleTrends
2023-02-06,PB-BD-001,social,47310.5,Instagram
2023-02-06,PB-BD-001,search,23168.1,GoogleTrends
2023-02-07,PB-BD-001,social,53459.2,Instagram
2023-02-07,PB-BD-001,search,30473.6,GoogleTrends
2023-02-08,PB-BD-001,social,54607.5,TikTok
2023-02-08,PB-BD-001,search,33979.0,GoogleTrends
2023-02-09,PB-BD-001,social,47171.9,YouTube
2023-02-09,PB-BD-001,search,40014.5,GoogleTrends
2023-02-10,PB-BD-001,social,41551.1,YouTube
2023-02-10,PB-BD-001,search,25484.3,GoogleTrends
2023-02-11,PB-BD-001,social,47350.5,YouTube
2023-02-11,PB-BD-001,search,20567.1,GoogleTrends
2023-02-12,PB-BD-001,social,57229.9,YouTube
2023-02-12,PB-BD-001,search,50103.0,GoogleTrends
2023-02-13,PB-BD-001,social,45315.7,TikTok
2023-02-13,PB-BD-001,search,34373.9,GoogleTrends
2023-02-14,PB-BD-001,social,45844.2,YouTube
2023-02-14,PB-BD-001,search,27467.0,GoogleTrends
2023-02-15,PB-BD-001,social,38858.0,TikTok
2023-02-15,PB-BD-001,search,33329.7,GoogleTrends
2023-02-16,PB-BD-001,social,36111.4,YouTube
2023-02-16,PB-BD-001,search,25346.2,GoogleTrends
2023-02-17,PB-BD-001,social,39895.2,Instagram
2023-02-17,PB-BD-001,search,22075.2,GoogleTrends
2023-02-18,PB-BD-001,social,35580.3,Instagram
2023-02-18,PB-BD-001,search,25406.1,GoogleTrends
2023-02-19,PB-BD-001,social,37762.2,Instagram
2023-02-19,PB-BD-001,search,22874.8,GoogleTrends
2023-02-20,PB-BD-001,social,52653.0,YouTube
2023-02-20,PB-BD-001,search,40279.2,GoogleTrends
2023-02-21,PB-BD-001,social,49682.5,TikTok
2023-02-21,PB-BD-001,search,41675.9,GoogleTrends
2023-02-22,PB-BD-001,social,51935.2,TikTok
2023-02-22,PB-BD-001,search,21985.5,GoogleTrends
2023-02-23,PB-BD-001,social,44869.6,TikTok
2023-02-23,PB-BD-001,search,23524.5,GoogleTrends
2023-02-24,PB-BD-001,social,55907.3,TikTok
2023-02-24,PB-BD-001,search,23452.7,GoogleTrends
2023-02-25,PB-BD-001,social,60005.2,Instagram
2023-02-25,PB-BD-001,search,24634.4,GoogleTrends
2023-02-26,PB-BD-001,social,61167.3,Instagram
2023-02-26,PB-BD-001,search,40933.0,GoogleTrends
2023-02-27,PB-BD-001,social,48248.8,YouTube
2023-02-27,PB-BD-001,search,23913.4,GoogleTrends
2023-02-28,PB-BD-001,social,48906.6,Instagram
2023-02-28,PB-BD-001,search,39166.0,GoogleTrends
2023-03-01,PB-BD-001,social,53283.5,YouTube
2023-03-01,PB-BD-001,search,30335.9,GoogleTrends
2023-03-02,PB-BD-001,social,50088.4,TikTok
2023-03-02,PB-BD-001,search,35728.3,GoogleTrends
2023-03-03,PB-BD-001,social,42273.8,YouTube
2023-03-03,PB-BD-001,search,33758.4,GoogleTrends
2023-03-04,PB-BD-001,social,55136.3,Instagram
2023-03-04,PB-BD-001,search,46386.7,GoogleTrends
2023-03-05,PB-BD-001,social,40917.0,TikTok
2023-03-05,PB-BD-001,search,28832.9,GoogleTrends
2023-03-06,PB-BD-001,social,40224.6,YouTube
2023-03-06,PB-BD-001,search,28799.9,GoogleTrends
2023-03-07,PB-BD-001,social,41198.4,YouTube
2023-03-07,PB-BD-001,search,31352.9,GoogleTrends
2023-03-08,PB-BD-001,social,49545.3,Instagram
2023-03-08,PB-BD-001,search,23819.2,GoogleTrends
2023-03-09,PB-BD-001,social,49214.9,TikTok
2023-03-09,PB-BD-001,search,33557.4,GoogleTrends
2023-03-10,PB-BD-001,social,56028.9,YouTube
2023-03-10,PB-BD-001,search,29492.9,GoogleTrends
2023-03-11,PB-BD-001,social,42114.3,Instagram
2023-03-11,PB-BD-001,search,24859.8,GoogleTrends
2023-03-12,PB-BD-001,social,54632.5,Instagram
2023-03-12,PB-BD-001,search,44540.6,GoogleTrends
2023-03-13,PB-BD-001,social,34941.9,Instagram
2023-03-13,PB-BD-001,search,17734.0,GoogleTrends
2023-03-14,PB-BD-001,social,26106.3,Instagram
2023-03-14,PB-BD-001,search,11506.7,GoogleTrends
2023-03-15,PB-BD-001,social,40038.8,YouTube
2023-03-15,PB-BD-001,search,17568.0,GoogleTrends
2023-03-16,PB-BD-001,social,47116.4,YouTube
2023-03-16,PB-BD-001,search,21984.7,GoogleTrends
2023-03-17,PB-BD-001,social,65160.0,TikTok
2023-03-17,PB-BD-001,search,34836.0,GoogleTrends
2023-03-18,PB-BD-001,social,48131.4,YouTube
2023-03-18,PB-BD-001,search,34171.4,GoogleTrends
2023-03-19,PB-BD-001,social,46871.9,TikTok
2023-03-19,PB-BD-001,search,27546.0,GoogleTrends
2023-03-20,PB-BD-001,social,36615.7,TikTok
2023-03-20,PB-BD-001,search,27962.1,GoogleTrends
2023-03-21,PB-BD-001,social,61086.6,YouTube
2023-03-21,PB-BD-001,search,35758.0,GoogleTrends
2023-03-22,PB-BD-001,social,54332.9,YouTube
2023-03-22,PB-BD-001,search,42310.7,GoogleTrends
2023-03-23,PB-BD-001,social,50548.2,TikTok
2023-03-23,PB-BD-001,search,39132.7,GoogleTrends
2023-03-24,PB-BD-001,social,48614.0,TikTok
2023-03-24,PB-BD-001,search,23924.7,GoogleTrends
2023-03-25,PB-BD-001,social,52386.8,YouTube
2023-03-25,PB-BD-001,search,47063.5,GoogleTrends
2023-03-26,PB-BD-001,social,65905.6,Instagram
2023-03-26,PB-BD-001,search,51970.4,GoogleTrends
2023-03-27,PB-BD-001,social,48812.1,Instagram
2023-03-27,PB-BD-001,search,38061.1,GoogleTrends
2023-03-28,PB-BD-001,social,56169.4,TikTok
2023-03-28,PB-BD-001,search,34959.8,GoogleTrends
2023-03-29,PB-BD-001,social,41039.3,Instagram
2023-03-29,PB-BD-001,search,33740.9,GoogleTrends
2023-03-30,PB-BD-001,social,54348.0,TikTok
2023-03-30,PB-BD-001,search,36631.3,GoogleTrends
2023-03-31,PB-BD-001,social,56889.5,YouTube
2023-03-31,PB-BD-001,search,48909.7,GoogleTrends
2023-04-01,PB-BD-001,social,45013.8,YouTube
2023-04-01,PB-BD-001,search,35119.1,GoogleTrends
2023-04-02,PB-BD-001,social,53654.0,YouTube
2023-04-02,PB-BD-001,search,43602.5,GoogleTrends
2023-04-03,PB-BD-001,social,41010.6,YouTube
2023-04-03,PB-BD-001,search,18286.8,GoogleTrends
2023-04-04,PB-BD-001,social,50929.4,YouTube
2023-04-04,PB-BD-001,search,31736.0,GoogleTrends
2023-04-05,PB-BD-001,social,47389.6,YouTube
2023-04-05,PB-BD-001,search,40623.0,GoogleTrends
2023-04-06,PB-BD-001,social,43701.6,TikTok
2023-04-06,PB-BD-001,search,27824.8,GoogleTrends
2023-04-07,PB-BD-001,social,51659.9,Instagram
2023-04-07,PB-BD-001,search,28728.9,GoogleTrends
2023-04-08,PB-BD-001,social,39106.0,YouTube
2023-04-08,PB-BD-001,search,35104.7,GoogleTrends
2023-04-09,PB-BD-001,social,60960.3,TikTok
2023-04-09,PB-BD-001,search,31899.8,GoogleTrends
2023-04-10,PB-BD-001,social,42148.5,Instagram
2023-04-10,PB-BD-001,search,17555.4,GoogleTrends
2023-04-11,PB-BD-001,social,46492.2,Instagram
2023-04-11,PB-BD-001,search,22695.3,GoogleTrends
2023-04-12,PB-BD-001,social,41067.8,YouTube
2023-04-12,PB-BD-001,search,30182.1,GoogleTrends
2023-04-13,PB-BD-001,social,50812.6,YouTube
2023-04-13,PB-BD-001,search,27513.8,GoogleTrends
2023-04-14,PB-BD-001,social,52205.9,Instagram
2023-04-14,PB-BD-001,search,31208.8,GoogleTrends
2023-04-15,PB-BD-001,social,62079.8,TikTok
2023-04-15,PB-BD-001,search,30399.6,GoogleTrends
2023-04-16,PB-BD-001,social,44308.4,TikTok
2023-04-16,PB-BD-001,search,38583.5,GoogleTrends
2023-04-17,PB-BD-001,social,46600.0,YouTube
2023-04-17,PB-BD-001,search,23482.2,GoogleTrends
2023-04-18,PB-BD-001,social,43243.8,Instagram
2023-04-18,PB-BD-001,search,18173.8,GoogleTrends
2023-04-19,PB-BD-001,social,58287.1,Instagram
2023-04-19,PB-BD-001,search,25249.9,GoogleTrends
2023-04-20,PB-BD-001,social,47385.1,TikTok
2023-04-20,PB-BD-001,search,36983.1,GoogleTrends
2023-04-21,PB-BD-001,social,45947.9,TikTok
2023-04-21,PB-BD-001,search,34638.3,GoogleTrends
2023-04-22,PB-BD-001,social,63840.9,YouTube
2023-04-22,PB-BD-001,search,35165.0,GoogleTrends
2023-04-23,PB-BD-001,social,59563.1,Instagram
2023-04-23,PB-BD-001,search,28764.1,GoogleTrends
2023-04-24,PB-BD-001,social,39152.6,YouTube
2023-04-24,PB-BD-001,search,33997.0,GoogleTrends
2023-04-25,PB-BD-001,social,49914.1,TikTok
2023-04-25,PB-BD-001,search,22250.5,GoogleTrends
2023-04-26,PB-BD-001,social,49169.9,YouTube
2023-04-26,PB-BD-001,search,26599.0,GoogleTrends
2023-04-27,PB-BD-001,social,51016.5,YouTube
2023-04-27,PB-BD-001,search,36825.8,GoogleTrends
2023-04-28,PB-BD-001,social,42654.0,YouTube
2023-04-28,PB-BD-001,search,31822.5,GoogleTrends
2023-04-29,PB-BD-001,social,34508.5,Instagram
2023-04-29,PB-BD-001,search,25357.8,GoogleTrends
2023-04-30,PB-BD-001,social,51596.4,TikTok
2023-04-30,PB-BD-001,search,22323.6,GoogleTrends
2023-05-01,PB-BD-001,social,59634.6,YouTube
2023-05-01,PB-BD-001,search,52429.3,GoogleTrends
2023-05-02,PB-BD-001,social,55084.4,Instagram
2023-05-02,PB-BD-001,search,36446.6,GoogleTrends
2023-05-03,PB-BD-001,social,50540.4,Instagram
2023-05-03,PB-BD-001,search,34438.0,GoogleTrends
2023-05-04,PB-BD-001,social,36480.8,Instagram
2023-05-04,PB-BD-001,search,22851.9,GoogleTrends
2023-05-05,PB-BD-001,social,50443.8,YouTube
2023-05-05,PB-BD-001,search,22048.0,GoogleTrends
2023-05-06,PB-BD-001,social,38380.8,Instagram
2023-05-06,PB-BD-001,search,32214.7,GoogleTrends
2023-05-07,PB-BD-001,social,55617.7,YouTube
2023-05-07,PB-BD-001,search,43111.7,GoogleTrends
2023-05-08,PB-BD-001,social,46285.2,YouTube
2023-05-08,PB-BD-001,search,29294.3,GoogleTrends
2023-05-09,PB-BD-001,social,66452.7,Instagram
2023-05-09,PB-BD-001,search,49111.6,GoogleTrends
2023-05-10,PB-BD-001,social,44559.2,Instagram
2023-05-10,PB-BD-001,search,26648.2,GoogleTrends
2023-05-11,PB-BD-001,social,51760.6,TikTok
2023-05-11,PB-BD-001,search,32780.5,GoogleTrends
2023-05-12,PB-BD-001,social,47061.7,YouTube
2023-05-12,PB-BD-001,search,38280.5,GoogleTrends
2023-05-13,PB-BD-001,social,53672.5,YouTube
2023-05-13,PB-BD-001,search,42541.9,GoogleTrends
2023-05-14,PB-BD-001,social,30592.5,Instagram
2023-05-14,PB-BD-001,search,18199.5,GoogleTrends
2023-05-15,PB-BD-001,social,58033.2,YouTube
2023-05-15,PB-BD-001,search,39399.5,GoogleTrends
2023-05-16,PB-BD-001,social,41256.0,Instagram
2023-05-16,PB-BD-001,search,25179.2,GoogleTrends
2023-05-17,PB-BD-001,social,40386.9,TikTok
2023-05-17,PB-BD-001,search,22069.9,GoogleTrends
2023-05-18,PB-BD-001,social,40464.4,Instagram
2023-05-18,PB-BD-001,search,23704.6,GoogleTrends
2023-05-19,PB-BD-001,social,69587.4,YouTube
2023-05-19,PB-BD-001,search,58769.1,GoogleTrends
2023-05-20,PB-BD-001,social,54573.0,Instagram
2023-05-20,PB-BD-001,search,35304.2,GoogleTrends
2023-05-21,PB-BD-001,social,35044.8,TikTok
2023-05-21,PB-BD-001,search,29202.1,GoogleTrends
2023-05-22,PB-BD-001,social,36586.8,TikTok
2023-05-22,PB-BD-001,search,22322.4,GoogleTrends
2023-05-23,PB-BD-001,social,58280.7,YouTube
2023-05-23,PB-BD-001,search,37115.2,GoogleTrends
2023-05-24,PB-BD-001,social,54728.7,YouTube
2023-05-24,PB-BD-001,search,36829.4,GoogleTrends
2023-05-25,PB-BD-001,social,37154.3,YouTube
2023-05-25,PB-BD-001,search,27987.0,GoogleTrends
2023-05-26,PB-BD-001,social,38669.8,YouTube
2023-05-26,PB-BD-001,search,31272.9,GoogleTrends
2023-05-27,PB-BD-001,social,45374.1,Instagram
2023-05-27,PB-BD-001,search,33642.9,GoogleTrends
2023-05-28,PB-BD-001,social,41965.8,TikTok
2023-05-28,PB-BD-001,search,30155.8,GoogleTrends
2023-05-29,PB-BD-001,social,45150.1,YouTube
2023-05-29,PB-BD-001,search,29904.6,GoogleTrends
2023-05-30,PB-BD-001,social,62410.0,Instagram
2023-05-30,PB-BD-001,search,33986.5,GoogleTrends
2023-05-31,PB-BD-001,social,37509.3,Instagram
2023-05-31,PB-BD-001,search,16269.2,GoogleTrends
2023-06-01,PB-BD-001,social,47959.0,Instagram
2023-06-01,PB-BD-001,search,23873.3,GoogleTrends
2023-06-02,PB-BD-001,social,42223.3,Instagram
2023-06-02,PB-BD-001,search,33108.4,GoogleTrends
2023-06-03,PB-BD-001,social,40515.4,Instagram
2023-06-03,PB-BD-001,search,28784.3,GoogleTrends
2023-06-04,PB-BD-001,social,49973.6,TikTok
2023-06-04,PB-BD-001,search,28580.8,GoogleTrends
2023-06-05,PB-BD-001,social,35580.6,TikTok
2023-06-05,PB-BD-001,search,16753.5,GoogleTrends
2023-06-06,PB-BD-001,social,31925.3,YouTube
2023-06-06,PB-BD-001,search,14936.5,GoogleTrends
2023-06-07,PB-BD-001,social,38764.1,TikTok
2023-06-07,PB-BD-001,search,34145.5,GoogleTrends
2023-06-08,PB-BD-001,social,38269.3,YouTube
2023-06-08,PB-BD-001,search,18465.8,GoogleTrends
2023-06-09,PB-BD-001,social,44828.0,Instagram
2023-06-09,PB-BD-001,search,21582.9,GoogleTrends
2023-06-10,PB-BD-001,social,46451.4,Instagram
2023-06-10,PB-BD-001,search,22855.7,GoogleTrends
2023-06-11,PB-BD-001,social,45264.2,Instagram
2023-06-11,PB-BD-001,search,36592.6,GoogleTrends
2023-06-12,PB-BD-001,social,51484.4,Instagram
2023-06-12,PB-BD-001,search,43594.2,GoogleTrends
2023-06-13,PB-BD-001,social,47989.6,YouTube
2023-06-13,PB-BD-001,search,33601.1,GoogleTrends
2023-06-14,PB-BD-001,social,42233.2,TikTok
2023-06-14,PB-BD-001,search,37024.9,GoogleTrends
2023-06-15,PB-BD-001,social,30783.6,YouTube
2023-06-15,PB-BD-001,search,12812.8,GoogleTrends
2023-06-16,PB-BD-001,social,29499.3,Instagram
2023-06-16,PB-BD-001,search,26399.0,GoogleTrends
2023-06-17,PB-BD-001,social,40106.7,Instagram
2023-06-17,PB-BD-001,search,27476.0,GoogleTrends
2023-06-18,PB-BD-001,social,44960.5,Instagram
2023-06-18,PB-BD-001,search,25531.4,GoogleTrends
2023-06-19,PB-BD-001,social,42811.9,Instagram
2023-06-19,PB-BD-001,search,31978.8,GoogleTrends
2023-06-20,PB-BD-001,social,48678.6,TikTok
2023-06-20,PB-BD-001,search,37860.4,GoogleTrends
2023-06-21,PB-BD-001,social,32380.2,Instagram
2023-06-21,PB-BD-001,search,15935.5,GoogleTrends
2023-06-22,PB-BD-001,social,43821.0,TikTok
2023-06-22,PB-BD-001,search,37861.2,GoogleTrends
2023-06-23,PB-BD-001,social,45239.5,TikTok
2023-06-23,PB-BD-001,search,37401.6,GoogleTrends
2023-06-24,PB-BD-001,social,37442.2,YouTube
2023-06-24,PB-BD-001,search,29709.8,GoogleTrends
2023-06-25,PB-BD-001,social,41455.5,TikTok
2023-06-25,PB-BD-001,search,30808.3,GoogleTrends
2023-06-26,PB-BD-001,social,24630.3,YouTube
2023-06-26,PB-BD-001,search,21418.7,GoogleTrends
2023-06-27,PB-BD-001,social,32169.6,TikTok
2023-06-27,PB-BD-001,search,25977.5,GoogleTrends
2023-06-28,PB-BD-001,social,23282.1,Instagram
2023-06-28,PB-BD-001,search,9722.8,GoogleTrends
2023-06-29,PB-BD-001,social,43188.5,Instagram
2023-06-29,PB-BD-001,search,23197.7,GoogleTrends
2023-06-30,PB-BD-001,social,42173.1,Instagram
2023-06-30,PB-BD-001,search,23465.0,GoogleTrends
2023-07-01,PB-BD-001,social,48922.1,Instagram
2023-07-01,PB-BD-001,search,26734.5,GoogleTrends
2023-07-02,PB-BD-001,social,39891.5,TikTok
2023-07-02,PB-BD-001,search,30725.0,GoogleTrends
2023-07-03,PB-BD-001,social,49625.2,Instagram
2023-07-03,PB-BD-001,search,29464.7,GoogleTrends
2023-07-04,PB-BD-001,social,42151.2,TikTok
2023-07-04,PB-BD-001,search,31900.0,GoogleTrends
2023-07-05,PB-BD-001,social,30536.4,TikTok
2023-07-05,PB-BD-001,search,19379.7,GoogleTrends
2023-07-06,PB-BD-001,social,28621.8,Instagram
2023-07-06,PB-BD-001,search,15570.4,GoogleTrends
2023-07-07,PB-BD-001,social,31849.9,TikTok
2023-07-07,PB-BD-001,search,17057.3,GoogleTrends
2023-07-08,PB-BD-001,social,37654.9,Instagram
2023-07-08,PB-BD-001,search,23831.6,GoogleTrends
2023-07-09,PB-BD-001,social,37281.0,TikTok
2023-07-09,PB-BD-001,search,20001.0,GoogleTrends
2023-07-10,PB-BD-001,social,31727.8,Instagram
2023-07-10,PB-BD-001,search,13882.6,GoogleTrends
2023-07-11,PB-BD-001,social,37400.4,TikTok
2023-07-11,PB-BD-001,search,30006.5,GoogleTrends
2023-07-12,PB-BD-001,social,34865.1,YouTube
2023-07-12,PB-BD-001,search,29030.7,GoogleTrends
2023-07-13,PB-BD-001,social,36641.6,YouTube
2023-07-13,PB-BD-001,search,21417.1,GoogleTrends
2023-07-14,PB-BD-001,social,30662.9,TikTok
2023-07-14,PB-BD-001,search,16326.8,GoogleTrends
2023-07-15,PB-BD-001,social,30739.9,YouTube
2023-07-15,PB-BD-001,search,27182.6,GoogleTrends
2023-07-16,PB-BD-001,social,33561.7,TikTok
2023-07-16,PB-BD-001,search,20006.2,GoogleTrends
2023-07-17,PB-BD-001,social,39201.3,TikTok
2023-07-17,PB-BD-001,search,34371.2,GoogleTrends
2023-07-18,PB-BD-001,social,31602.2,Instagram
2023-07-18,PB-BD-001,search,17754.5,GoogleTrends
2023-07-19,PB-BD-001,social,35491.3,Instagram
2023-07-19,PB-BD-001,search,28442.3,GoogleTrends
2023-07-20,PB-BD-001,social,30318.3,YouTube
2023-07-20,PB-BD-001,search,20961.0,GoogleTrends
2023-07-21,PB-BD-001,social,33475.4,Instagram
2023-07-21,PB-BD-001,search,27064.2,GoogleTrends
2023-07-22,PB-BD-001,social,33925.8,TikTok
2023-07-22,PB-BD-001,search,26015.8,GoogleTrends
2023-07-23,PB-BD-001,social,30741.4,Instagram
2023-07-23,PB-BD-001,search,20622.8,GoogleTrends
2023-07-24,PB-BD-001,social,37649.6,YouTube
2023-07-24,PB-BD-001,search,17074.6,GoogleTrends
2023-07-25,PB-BD-001,social,31894.7,YouTube
2023-07-25,PB-BD-001,search,16737.1,GoogleTrends
2023-07-26,PB-BD-001,social,32702.0,YouTube
2023-07-26,PB-BD-001,search,27964.8,GoogleTrends
2023-07-27,PB-BD-001,social,32989.7,TikTok
2023-07-27,PB-BD-001,search,20940.7,GoogleTrends
2023-07-28,PB-BD-001,social,30107.7,TikTok
2023-07-28,PB-BD-001,search,14621.5,GoogleTrends
2023-07-29,PB-BD-001,social,33155.3,Instagram
2023-07-29,PB-BD-001,search,20517.9,GoogleTrends
2023-07-30,PB-BD-001,social,32096.5,YouTube
2023-07-30,PB-BD-001,search,28599.5,GoogleTrends
2023-07-31,PB-BD-001,social,25616.3,YouTube
2023-07-31,PB-BD-001,search,14228.9,GoogleTrends
2023-08-01,PB-BD-001,social,25213.2,Instagram
2023-08-01,PB-BD-001,search,21069.0,GoogleTrends
2023-08-02,PB-BD-001,social,25734.9,TikTok
2023-08-02,PB-BD-001,search,16829.0,GoogleTrends
2023-08-03,PB-BD-001,social,26797.4,YouTube
2023-08-03,PB-BD-001,search,14531.3,GoogleTrends
2023-08-04,PB-BD-001,social,20827.9,TikTok
2023-08-04,PB-BD-001,search,13171.5,GoogleTrends
2023-08-05,PB-BD-001,social,41447.2,Instagram
2023-08-05,PB-BD-001,search,22399.7,GoogleTrends
2023-08-06,PB-BD-001,social,40531.2,TikTok
2023-08-06,PB-BD-001,search,21397.2,GoogleTrends
2023-08-07,PB-BD-001,social,31667.4,TikTok
2023-08-07,PB-BD-001,search,19106.2,GoogleTrends
2023-08-08,PB-BD-001,social,24144.3,YouTube
2023-08-08,PB-BD-001,search,18542.4,GoogleTrends
2023-08-09,PB-BD-001,social,26819.0,TikTok
2023-08-09,PB-BD-001,search,16599.4,GoogleTrends
2023-08-10,PB-BD-001,social,22486.6,Instagram
2023-08-10,PB-BD-001,search,17003.9,GoogleTrends
2023-08-11,PB-BD-001,social,27788.9,TikTok
2023-08-11,PB-BD-001,search,24630.1,GoogleTrends
2023-08-12,PB-BD-001,social,33896.6,YouTube
2023-08-12,PB-BD-001,search,15305.9,GoogleTrends
2023-08-13,PB-BD-001,social,19924.7,YouTube
2023-08-13,PB-BD-001,search,17314.2,GoogleTrends
2023-08-14,PB-BD-001,social,33260.9,TikTok
2023-08-14,PB-BD-001,search,14419.5,GoogleTrends
2023-08-15,PB-BD-001,social,32229.3,Instagram
2023-08-15,PB-BD-001,search,21980.2,GoogleTrends
2023-08-16,PB-BD-001,social,28888.9,YouTube
2023-08-16,PB-BD-001,search,13818.5,GoogleTrends
2023-08-17,PB-BD-001,social,21885.2,YouTube
2023-08-17,PB-BD-001,search,17325.5,GoogleTrends
2023-08-18,PB-BD-001,social,33198.0,YouTube
2023-08-18,PB-BD-001,search,20797.5,GoogleTrends
2023-08-19,PB-BD-001,social,28828.6,Instagram
2023-08-19,PB-BD-001,search,16906.1,GoogleTrends
2023-08-20,PB-BD-001,social,24797.1,YouTube
2023-08-20,PB-BD-001,search,19299.8,GoogleTrends
2023-08-21,PB-BD-001,social,19647.9,TikTok
2023-08-21,PB-BD-001,search,11652.3,GoogleTrends
2023-08-22,PB-BD-001,social,24896.6,Instagram
2023-08-22,PB-BD-001,search,19344.6,GoogleTrends
2023-08-23,PB-BD-001,social,35002.0,Instagram
2023-08-23,PB-BD-001,search,28042.5,GoogleTrends
2023-08-24,PB-BD-001,social,20377.6,TikTok
2023-08-24,PB-BD-001,search,11247.7,GoogleTrends
2023-08-25,PB-BD-001,social,27580.1,TikTok
2023-08-25,PB-BD-001,search,15488.8,GoogleTrends
2023-08-26,PB-BD-001,social,19961.9,Instagram
2023-08-26,PB-BD-001,search,14942.8,GoogleTrends
2023-08-27,PB-BD-001,social,25497.9,Instagram
2023-08-27,PB-BD-001,search,18308.0,GoogleTrends
2023-08-28,PB-BD-001,social,30358.3,TikTok
2023-08-28,PB-BD-001,search,15990.0,GoogleTrends
2023-08-29,PB-BD-001,social,32303.0,YouTube
2023-08-29,PB-BD-001,search,22448.9,GoogleTrends
2023-08-30,PB-BD-001,social,20738.5,TikTok
2023-08-30,PB-BD-001,search,18350.8,GoogleTrends
2023-08-31,PB-BD-001,social,23211.6,TikTok
2023-08-31,PB-BD-001,search,11609.3,GoogleTrends
2023-09-01,PB-BD-001,social,25781.8,YouTube
2023-09-01,PB-BD-001,search,23082.9,GoogleTrends
2023-09-02,PB-BD-001,social,21687.9,YouTube
2023-09-02,PB-BD-001,search,14326.9,GoogleTrends
