date,sku_id,units_sold,category,brand_id,store_id
2023-05-07,PB-BD-001,63,Bedding,PB,DC1
2023-05-08,PB-BD-001,54,Bedding,PB,DC1
2023-05-09,PB-BD-001,45,Bedding,PB,DC1
2023-05-10,PB-BD-001,54,Bedding,PB,DC1
2023-05-11,PB-BD-001,51,Bedding,PB,DC1
2023-05-12,PB-BD-001,70,Bedding,PB,DC1
2023-05-13,PB-BD-001,88,Bedding,PB,DC1
2023-05-14,PB-BD-001,86,Bedding,PB,DC1
2023-05-15,PB-BD-001,67,Bedding,PB,DC1
2023-05-16,PB-BD-001,19,Bedding,PB,DC1
2023-05-17,PB-BD-001,22,Bedding,PB,DC1
2023-05-18,PB-BD-001,23,Bedding,PB,DC1
2023-05-19,PB-BD-001,26,Bedding,PB,DC1
2023-05-20,PB-BD-001,30,Bedding,PB,DC1
2023-05-21,PB-BD-001,33,Bedding,PB,DC1
2023-05-22,PB-BD-001,27,Bedding,PB,DC1
2023-05-23,PB-BD-001,22,Bedding,PB,DC1
2023-05-24,PB-BD-001,24,Bedding,PB,DC1
2023-05-25,PB-BD-001,25,Bedding,PB,DC1
2023-05-26,PB-BD-001,32,Bedding,PB,DC1
2023-05-27,PB-BD-001,41,Bedding,PB,DC1
2023-05-28,PB-BD-001,31,Bedding,PB,DC1
2023-05-29,PB-BD-001,29,Bedding,PB,DC1
2023-05-30,PB-BD-001,27,Bedding,PB,DC1
2023-05-31,PB-BD-001,22,Bedding,PB,DC1
2023-06-01,PB-BD-001,30,Bedding,PB,DC1
2023-06-02,PB-BD-001,38,Bedding,PB,DC1
2023-06-03,PB-BD-001,39,Bedding,PB,DC1
2023-06-04,PB-BD-001,40,Bedding,PB,DC1
2023-06-05,PB-BD-001,27,Bedding,PB,DC1
2023-06-06,PB-BD-001,25,Bedding,PB,DC1
2023-06-07,PB-BD-001,27,Bedding,PB,DC1
2023-06-08,PB-BD-001,27,Bedding,PB,DC1
2023-06-09,PB-BD-001,33,Bedding,PB,DC1
2023-06-10,PB-BD-001,42,Bedding,PB,DC1
2023-06-11,PB-BD-001,33,Bedding,PB,DC1
2023-06-12,PB-BD-001,32,Bedding,PB,DC1
2023-06-13,PB-BD-001,23,Bedding,PB,DC1
2023-06-14,PB-BD-001,26,Bedding,PB,DC1
2023-06-15,PB-BD-001,28,Bedding,PB,DC1
2023-06-16,PB-BD-001,31,Bedding,PB,DC1
2023-06-17,PB-BD-001,37,Bedding,PB,DC1
2023-06-18,PB-BD-001,40,Bedding,PB,DC1
2023-06-19,PB-BD-001,33,Bedding,PB,DC1
2023-06-20,PB-BD-001,29,Bedding,PB,DC1
2023-06-21,PB-BD-001,29,Bedding,PB,DC1
2023-06-22,PB-BD-001,27,Bedding,PB,DC1
2023-06-23,PB-BD-001,30,Bedding,PB,DC1
2023-06-24,PB-BD-001,36,Bedding,PB,DC1
2023-06-25,PB-BD-001,34,Bedding,PB,DC1
2023-06-26,PB-BD-001,28,Bedding,PB,DC1
2023-06-27,PB-BD-001,29,Bedding,PB,DC1
2023-06-28,PB-BD-001,29,Bedding,PB,DC1
2023-06-29,PB-BD-001,29,Bedding,PB,DC1
2023-06-30,PB-BD-001,34,Bedding,PB,DC1
2023-07-01,PB-BD-001,44,Bedding,PB,DC1
2023-07-02,PB-BD-001,34,Bedding,PB,DC1
2023-07-03,PB-BD-001,34,Bedding,PB,DC1
2023-07-04,PB-BD-001,24,Bedding,PB,DC1
2023-07-05,PB-BD-001,28,Bedding,PB,DC1
2023-07-06,PB-BD-001,34,Bedding,PB,DC1
2023-07-07,PB-BD-001,37,Bedding,PB,DC1
2023-07-08,PB-BD-001,41,Bedding,PB,DC1
2023-07-09,PB-BD-001,43,Bedding,PB,DC1
2023-07-10,PB-BD-001,35,Bedding,PB,DC1
2023-07-11,PB-BD-001,32,Bedding,PB,DC1
2023-07-12,PB-BD-001,31,Bedding,PB,DC1
2023-07-13,PB-BD-001,36,Bedding,PB,DC1
2023-07-14,PB-BD-001,37,Bedding,PB,DC1
2023-07-15,PB-BD-001,45,Bedding,PB,DC1
2023-07-16,PB-BD-001,51,Bedding,PB,DC1
2023-07-17,PB-BD-001,37,Bedding,PB,DC1
2023-07-18,PB-BD-001,29,Bedding,PB,DC1
2023-07-19,PB-BD-001,39,Bedding,PB,DC1
2023-07-20,PB-BD-001,44,Bedding,PB,DC1
2023-07-21,PB-BD-001,46,Bedding,PB,DC1
2023-07-22,PB-BD-001,48,Bedding,PB,DC1
2023-07-23,PB-BD-001,55,Bedding,PB,DC1
2023-07-24,PB-BD-001,56,Bedding,PB,DC1
2023-07-25,PB-BD-001,46,Bedding,PB,DC1
2023-07-26,PB-BD-001,50,Bedding,PB,DC1
2023-07-27,PB-BD-001,56,Bedding,PB,DC1
2023-07-28,PB-BD-001,69,Bedding,PB,DC1
2023-07-29,PB-BD-001,92,Bedding,PB,DC1
2023-07-30,PB-BD-001,86,Bedding,PB,DC1
2023-07-31,PB-BD-001,70,Bedding,PB,DC1
2023-08-01,PB-BD-001,61,Bedding,PB,DC1
2023-08-02,PB-BD-001,22,Bedding,PB,DC1
2023-08-03,PB-BD-001,23,Bedding,PB,DC1
2023-08-04,PB-BD-001,30,Bedding,PB,DC1
2023-08-05,PB-BD-001,33,Bedding,PB,DC1
2023-08-06,PB-BD-001,33,Bedding,PB,DC1
2023-08-07,PB-BD-001,28,Bedding,PB,DC1
2023-08-08,PB-BD-001,24,Bedding,PB,DC1
2023-08-09,PB-BD-001,27,Bedding,PB,DC1
2023-08-10,PB-BD-001,30,Bedding,PB,DC1
2023-08-11,PB-BD-001,38,Bedding,PB,DC1
2023-08-12,PB-BD-001,37,Bedding,PB,DC1
2023-08-13,PB-BD-001,39,Bedding,PB,DC1
2023-08-14,PB-BD-001,25,Bedding,PB,DC1
2023-08-15,PB-BD-001,27,Bedding,PB,DC1
2023-08-16,PB-BD-001,27,Bedding,PB,DC1
2023-08-17,PB-BD-001,30,Bedding,PB,DC1
2023-08-18,PB-BD-001,32,Bedding,PB,DC1
2023-08-19,PB-BD-001,40,Bedding,PB,DC1
2023-08-20,PB-BD-001,39,Bedding,PB,DC1
2023-08-21,PB-BD-001,27,Bedding,PB,DC1
2023-08-22,PB-BD-001,23,Bedding,PB,DC1
2023-08-23,PB-BD-001,29,Bedding,PB,DC1
2023-08-24,PB-BD-001,26,Bedding,PB,DC1
2023-08-25,PB-BD-001,34,Bedding,PB,DC1
2023-08-26,PB-BD-001,45,Bedding,PB,DC1
2023-08-27,PB-BD-001,38,Bedding,PB,DC1
2023-08-28,PB-BD-001,28,Bedding,PB,DC1
2023-08-29,PB-BD-001,24,Bedding,PB,DC1
2023-08-30,PB-BD-001,25,Bedding,PB,DC1
2023-08-31,PB-BD-001,29,Bedding,PB,DC1
2023-09-01,PB-BD-001,32,Bedding,PB,DC1
2023-09-02,PB-BD-001,43,Bedding,PB,DC1
2023-09-03,PB-BD-001,38,Bedding,PB,DC1
2023-09-04,PB-BD-001,28,Bedding,PB,DC1
2023-09-05,PB-BD-001,29,Bedding,PB,DC1
2023-09-06,PB-BD-001,30,Bedding,PB,DC1
2023-09-07,PB-BD-001,28,Bedding,PB,DC1
2023-09-08,PB-BD-001,34,Bedding,PB,DC1
2023-09-09,PB-BD-001,36,Bedding,PB,DC1
2023-09-10,PB-BD-001,36,Bedding,PB,DC1
2023-09-11,PB-BD-001,28,Bedding,PB,DC1
2023-09-12,PB-BD-001,30,Bedding,PB,DC1
2023-09-13,PB-BD-001,26,Bedding,PB,DC1
2023-09-14,PB-BD-001,29,Bedding,PB,DC1
2023-09-15,PB-BD-001,35,Bedding,PB,DC1
2023-09-16,PB-BD-001,49,Bedding,PB,DC1
2023-09-17,PB-BD-001,35,Bedding,PB,DC1
2023-09-18,PB-BD-001,28,Bedding,PB,DC1
2023-09-19,PB-BD-001,27,Bedding,PB,DC1
2023-09-20,PB-BD-001,25,Bedding,PB,DC1
2023-09-21,PB-BD-001,27,Bedding,PB,DC1
2023-09-22,PB-BD-001,35,Bedding,PB,DC1
2023-09-23,PB-BD-001,37,Bedding,PB,DC1
2023-09-24,PB-BD-001,38,Bedding,PB,DC1
2023-09-25,PB-BD-001,31,Bedding,PB,DC1
2023-09-26,PB-BD-001,28,Bedding,PB,DC1
2023-09-27,PB-BD-001,28,Bedding,PB,DC1
2023-09-28,PB-BD-001,28,Bedding,PB,DC1
2023-09-29,PB-BD-001,28,Bedding,PB,DC1
2023-09-30,PB-BD-001,39,Bedding,PB,DC1
2023-10-01,PB-BD-001,47,Bedding,PB,DC1
2023-10-02,PB-BD-001,38,Bedding,PB,DC1
2023-10-03,PB-BD-001,37,Bedding,PB,DC1
2023-10-04,PB-BD-001,37,Bedding,PB,DC1
2023-10-05,PB-BD-001,38,Bedding,PB,DC1
2023-10-06,PB-BD-001,43,Bedding,PB,DC1
2023-10-07,PB-BD-001,56,Bedding,PB,DC1
2023-10-08,PB-BD-001,43,Bedding,PB,DC1
2023-10-09,PB-BD-001,38,Bedding,PB,DC1
2023-10-10,PB-BD-001,38,Bedding,PB,DC1
2023-10-11,PB-BD-001,37,Bedding,PB,DC1
2023-10-12,PB-BD-001,36,Bedding,PB,DC1
2023-10-13,PB-BD-001,44,Bedding,PB,DC1
2023-10-14,PB-BD-001,48,Bedding,PB,DC1
2023-10-15,PB-BD-001,47,Bedding,PB,DC1
2023-10-16,PB-BD-001,41,Bedding,PB,DC1
2023-10-17,PB-BD-001,39,Bedding,PB,DC1
2023-10-18,PB-BD-001,37,Bedding,PB,DC1
2023-10-19,PB-BD-001,41,Bedding,PB,DC1
2023-10-20,PB-BD-001,38,Bedding,PB,DC1
2023-10-21,PB-BD-001,42,Bedding,PB,DC1
2023-10-22,PB-BD-001,39,Bedding,PB,DC1
2023-10-23,PB-BD-001,42,Bedding,PB,DC1
2023-10-24,PB-BD-001,37,Bedding,PB,DC1
2023-10-25,PB-BD-001,33,Bedding,PB,DC1
2023-10-26,PB-BD-001,36,Bedding,PB,DC1
2023-10-27,PB-BD-001,44,Bedding,PB,DC1
2023-10-28,PB-BD-001,48,Bedding,PB,DC1
2023-10-29,PB-BD-001,44,Bedding,PB,DC1
2023-10-30,PB-BD-001,37,Bedding,PB,DC1
2023-10-31,PB-BD-001,33,Bedding,PB,DC1
2023-11-01,PB-BD-001,49,Bedding,PB,DC1
2023-11-02,PB-BD-001,58,Bedding,PB,DC1
2023-11-03,PB-BD-001,56,Bedding,PB,DC1
2023-11-04,PB-BD-001,72,Bedding,PB,DC1
2023-11-05,PB-BD-001,70,Bedding,PB,DC1
2023-11-06,PB-BD-001,59,Bedding,PB,DC1
2023-11-07,PB-BD-001,49,Bedding,PB,DC1
2023-11-08,PB-BD-001,55,Bedding,PB,DC1
2023-11-09,PB-BD-001,58,Bedding,PB,DC1
2023-11-10,PB-BD-001,63,Bedding,PB,DC1
2023-11-11,PB-BD-001,70,Bedding,PB,DC1
2023-11-12,PB-BD-001,68,Bedding,PB,DC1
2023-11-13,PB-BD-001,69,Bedding,PB,DC1
2023-11-14,PB-BD-001,68,Bedding,PB,DC1
2023-11-15,PB-BD-001,64,Bedding,PB,DC1
2023-11-16,PB-BD-001,79,Bedding,PB,DC1
2023-11-17,PB-BD-001,88,Bedding,PB,DC1
2023-11-18,PB-BD-001,101,Bedding,PB,DC1
2023-11-19,PB-BD-001,110,Bedding,PB,DC1
2023-11-20,PB-BD-001,117,Bedding,PB,DC1
2023-11-21,PB-BD-001,99,Bedding,PB,DC1
2023-11-22,PB-BD-001,116,Bedding,PB,DC1
2023-11-23,PB-BD-001,155,Bedding,PB,DC1
2023-11-24,PB-BD-001,205,Bedding,PB,DC1
2023-11-25,PB-BD-001,122,Bedding,PB,DC1
2023-11-26,PB-BD-001,138,Bedding,PB,DC1
2023-11-27,PB-BD-001,145,Bedding,PB,DC1
2023-11-28,PB-BD-001,42,Bedding,PB,DC1
2023-11-29,PB-BD-001,51,Bedding,PB,DC1
2023-11-30,PB-BD-001,56,Bedding,PB,DC1
2023-12-01,PB-BD-001,89,Bedding,PB,DC1
2023-12-02,PB-BD-001,112,Bedding,PB,DC1
2023-12-03,PB-BD-001,98,Bedding,PB,DC1
2023-12-04,PB-BD-001,79,Bedding,PB,DC1
2023-12-05,PB-BD-001,71,Bedding,PB,DC1
2023-12-06,PB-BD-001,78,Bedding,PB,DC1
2023-12-07,PB-BD-001,87,Bedding,PB,DC1
2023-12-08,PB-BD-001,115,Bedding,PB,DC1
2023-12-09,PB-BD-001,125,Bedding,PB,DC1
2023-12-10,PB-BD-001,116,Bedding,PB,DC1
2023-12-11,PB-BD-001,97,Bedding,PB,DC1
2023-12-12,PB-BD-001,88,Bedding,PB,DC1
2023-12-13,PB-BD-001,94,Bedding,PB,DC1
2023-12-14,PB-BD-001,99,Bedding,PB,DC1
2023-12-15,PB-BD-001,119,Bedding,PB,DC1
2023-12-16,PB-BD-001,159,Bedding,PB,DC1
2023-12-17,PB-BD-001,133,Bedding,PB,DC1
2023-12-18,PB-BD-001,125,Bedding,PB,DC1
2023-12-19,PB-BD-001,114,Bedding,PB,DC1
2023-12-20,PB-BD-001,129,Bedding,PB,DC1
2023-12-21,PB-BD-001,153,Bedding,PB,DC1
2023-12-22,PB-BD-001,182,Bedding,PB,DC1
2023-12-23,PB-BD-001,221,Bedding,PB,DC1
2023-12-24,PB-BD-001,241,Bedding,PB,DC1
2023-12-25,PB-BD-001,217,Bedding,PB,DC1
2023-12-26,PB-BD-001,69,Bedding,PB,DC1
2023-12-27,PB-BD-001,88,Bedding,PB,DC1
2023-12-28,PB-BD-001,97,Bedding,PB,DC1
2023-12-29,PB-BD-001,128,Bedding,PB,DC1
2023-12-30,PB-BD-001,153,Bedding,PB,DC1
2023-12-31,PB-BD-001,158,Bedding,PB,DC1
2024-01-01,PB-BD-001,78,Bedding,PB,DC1
2024-01-02,PB-BD-001,23,Bedding,PB,DC1
2024-01-03,PB-BD-001,24,Bedding,PB,DC1
2024-01-04,PB-BD-001,28,Bedding,PB,DC1
2024-01-05,PB-BD-001,32,Bedding,PB,DC1
2024-01-06,PB-BD-001,40,Bedding,PB,DC1
2024-01-07,PB-BD-001,38,Bedding,PB,DC1
2024-01-08,PB-BD-001,27,Bedding,PB,DC1
2024-01-09,PB-BD-001,33,Bedding,PB,DC1
2024-01-10,PB-BD-001,31,Bedding,PB,DC1
2024-01-11,PB-BD-001,33,Bedding,PB,DC1
2024-01-12,PB-BD-001,39,Bedding,PB,DC1
2024-01-13,PB-BD-001,40,Bedding,PB,DC1
2024-01-14,PB-BD-001,41,Bedding,PB,DC1
2024-01-15,PB-BD-001,31,Bedding,PB,DC1
2024-01-16,PB-BD-001,29,Bedding,PB,DC1
2024-01-17,PB-BD-001,25,Bedding,PB,DC1
2024-01-18,PB-BD-001,30,Bedding,PB,DC1
2024-01-19,PB-BD-001,31,Bedding,PB,DC1
2024-01-20,PB-BD-001,37,Bedding,PB,DC1
2024-01-21,PB-BD-001,38,Bedding,PB,DC1
2024-01-22,PB-BD-001,30,Bedding,PB,DC1
2024-01-23,PB-BD-001,30,Bedding,PB,DC1
2024-01-24,PB-BD-001,33,Bedding,PB,DC1
2024-01-25,PB-BD-001,29,Bedding,PB,DC1
2024-01-26,PB-BD-001,34,Bedding,PB,DC1
2024-01-27,PB-BD-001,44,Bedding,PB,DC1
2024-01-28,PB-BD-001,36,Bedding,PB,DC1
2024-01-29,PB-BD-001,30,Bedding,PB,DC1
2024-01-30,PB-BD-001,28,Bedding,PB,DC1
2024-01-31,PB-BD-001,31,Bedding,PB,DC1
2024-02-01,PB-BD-001,26,Bedding,PB,DC1
2024-02-02,PB-BD-001,33,Bedding,PB,DC1
2024-02-03,PB-BD-001,47,Bedding,PB,DC1
2024-02-04,PB-BD-001,29,Bedding,PB,DC1
2024-02-05,PB-BD-001,32,Bedding,PB,DC1
2024-02-06,PB-BD-001,32,Bedding,PB,DC1
2024-02-07,PB-BD-001,33,Bedding,PB,DC1
2024-02-08,PB-BD-001,32,Bedding,PB,DC1
2024-02-09,PB-BD-001,38,Bedding,PB,DC1
2024-02-10,PB-BD-001,38,Bedding,PB,DC1
2024-02-11,PB-BD-001,36,Bedding,PB,DC1
2024-02-12,PB-BD-001,36,Bedding,PB,DC1
2024-02-13,PB-BD-001,28,Bedding,PB,DC1
2024-02-14,PB-BD-001,24,Bedding,PB,DC1
2024-02-15,PB-BD-001,31,Bedding,PB,DC1
2024-02-16,PB-BD-001,35,Bedding,PB,DC1
2024-02-17,PB-BD-001,42,Bedding,PB,DC1
2024-02-18,PB-BD-001,31,Bedding,PB,DC1
2024-02-19,PB-BD-001,25,Bedding,PB,DC1
2024-02-20,PB-BD-001,29,Bedding,PB,DC1
2024-02-21,PB-BD-001,28,Bedding,PB,DC1
2024-02-22,PB-BD-001,29,Bedding,PB,DC1
2024-02-23,PB-BD-001,36,Bedding,PB,DC1
2024-02-24,PB-BD-001,39,Bedding,PB,DC1
2024-02-25,PB-BD-001,37,Bedding,PB,DC1
2024-02-26,PB-BD-001,31,Bedding,PB,DC1
2024-02-27,PB-BD-001,31,Bedding,PB,DC1
2024-02-28,PB-BD-001,24,Bedding,PB,DC1
2024-02-29,PB-BD-001,29,Bedding,PB,DC1
2024-03-01,PB-BD-001,38,Bedding,PB,DC1
2024-03-02,PB-BD-001,39,Bedding,PB,DC1
2024-03-03,PB-BD-001,39,Bedding,PB,DC1
2024-03-04,PB-BD-001,36,Bedding,PB,DC1
2024-03-05,PB-BD-001,29,Bedding,PB,DC1
2024-03-06,PB-BD-001,34,Bedding,PB,DC1
2024-03-07,PB-BD-001,34,Bedding,PB,DC1
2024-03-08,PB-BD-001,33,Bedding,PB,DC1
2024-03-09,PB-BD-001,37,Bedding,PB,DC1
2024-03-10,PB-BD-001,36,Bedding,PB,DC1
2024-03-11,PB-BD-001,33,Bedding,PB,DC1
2024-03-12,PB-BD-001,30,Bedding,PB,DC1
2024-03-13,PB-BD-001,30,Bedding,PB,DC1
2024-03-14,PB-BD-001,28,Bedding,PB,DC1
2024-03-15,PB-BD-001,33,Bedding,PB,DC1
2024-03-16,PB-BD-001,43,Bedding,PB,DC1
2024-03-17,PB-BD-001,44,Bedding,PB,DC1
2024-03-18,PB-BD-001,29,Bedding,PB,DC1
2024-03-19,PB-BD-001,29,Bedding,PB,DC1
2024-03-20,PB-BD-001,28,Bedding,PB,DC1
2024-03-21,PB-BD-001,31,Bedding,PB,DC1
2024-03-22,PB-BD-001,32,Bedding,PB,DC1
2024-03-23,PB-BD-001,42,Bedding,PB,DC1
2024-03-24,PB-BD-001,42,Bedding,PB,DC1
2024-03-25,PB-BD-001,28,Bedding,PB,DC1
2024-03-26,PB-BD-001,31,Bedding,PB,DC1
2024-03-27,PB-BD-001,26,Bedding,PB,DC1
2024-03-28,PB-BD-001,31,Bedding,PB,DC1
2024-03-29,PB-BD-001,36,Bedding,PB,DC1
2024-03-30,PB-BD-001,43,Bedding,PB,DC1
2024-03-31,PB-BD-001,38,Bedding,PB,DC1
2024-04-01,PB-BD-001,35,Bedding,PB,DC1
2024-04-02,PB-BD-001,27,Bedding,PB,DC1
2024-04-03,PB-BD-001,32,Bedding,PB,DC1
2024-04-04,PB-BD-001,30,Bedding,PB,DC1
2024-04-05,PB-BD-001,38,Bedding,PB,DC1
2024-04-06,PB-BD-001,42,Bedding,PB,DC1
2024-04-07,PB-BD-001,45,Bedding,PB,DC1
2024-04-08,PB-BD-001,35,Bedding,PB,DC1
2024-04-09,PB-BD-001,32,Bedding,PB,DC1
2024-04-10,PB-BD-001,33,Bedding,PB,DC1
2024-04-11,PB-BD-001,32,Bedding,PB,DC1
2024-04-12,PB-BD-001,39,Bedding,PB,DC1
2024-04-13,PB-BD-001,46,Bedding,PB,DC1
2024-04-14,PB-BD-001,44,Bedding,PB,DC1
2024-04-15,PB-BD-001,34,Bedding,PB,DC1
2024-04-16,PB-BD-001,30,Bedding,PB,DC1
2024-04-17,PB-BD-001,35,Bedding,PB,DC1
2024-04-18,PB-BD-001,37,Bedding,PB,DC1
2024-04-19,PB-BD-001,38,Bedding,PB,DC1
2024-04-20,PB-BD-001,56,Bedding,PB,DC1
2024-04-21,PB-BD-001,43,Bedding,PB,DC1
2024-04-22,PB-BD-001,38,Bedding,PB,DC1
2024-04-23,PB-BD-001,38,Bedding,PB,DC1
2024-04-24,PB-BD-001,39,Bedding,PB,DC1
2024-04-25,PB-BD-001,36,Bedding,PB,DC1
