date,city,category,day_of_year,month,median_income,median_home_price,affordability_ratio,income_velocity_30d,price_velocity_30d,rolling_units_30d,extra_units_sold
2023-02-03,City_A,Luxury,34,2,46003.858015248916,332505.1905152964,7.227767514739325,0.013016821096819049,0.0011346320118811092,16.521109787159297,3.002332472875656
2023-02-03,City_A,Standard,34,2,46003.858015248916,332505.1905152964,7.227767514739325,0.013016821096819049,0.0011346320118811092,16.41191763730097,0.6713825913137126
2023-02-04,City_A,Luxury,35,2,44790.77314484647,336136.38172903424,7.504589854745773,-0.05334532618857879,-0.026486938697662017,5.8988997234568235,2.9916153963189416
2023-02-04,City_A,Standard,35,2,44790.77314484647,336136.38172903424,7.504589854745773,-0.05334532618857879,-0.026486938697662017,13.427759795679478,1.0561643319709901
2023-02-05,City_A,Luxury,36,2,43673.15978656591,343131.86127198476,7.856813268123867,-0.05860558186699319,0.06784209224790631,8.967082363054953,1.9802951567767744
2023-02-05,City_A,Standard,36,2,43673.15978656591,343131.86127198476,7.856813268123867,-0.05860558186699319,0.06784209224790631,11.110322174441748,0.0
2023-02-06,City_A,Luxury,37,2,49097.703946217676,330559.951193176,6.732696737820491,0.04515218423870835,0.03760921710243365,15.483291276756018,4.482252550403625
2023-02-06,City_A,Standard,37,2,49097.703946217676,330559.951193176,6.732696737820491,0.04515218423870835,0.03760921710243365,17.50086971156906,1.5277136032048624
2023-02-07,City_A,Luxury,38,2,48631.25865768107,332255.43591382785,6.8321372936817815,0.055725272185379586,-0.014045506220835521,18.937043505826523,5.087154437715164
2023-02-07,City_A,Standard,38,2,48631.25865768107,332255.43591382785,6.8321372936817815,0.055725272185379586,-0.014045506220835521,13.874870982855056,1.5248241725428682
2023-02-08,City_A,Luxury,39,2,46144.780385702,342816.46415198746,7.429149327108066,-0.015317065683650332,0.052484453836123476,9.65754128824225,5.079087975379467
2023-02-08,City_A,Standard,39,2,46144.780385702,342816.46415198746,7.429149327108066,-0.015317065683650332,0.052484453836123476,13.746504269461996,1.1447772048080131
2023-02-09,City_A,Luxury,40,2,52886.86269617838,351063.3752104012,6.638007197121358,0.18455126276779799,0.05524823050327252,19.03806937946687,7.057029397440571
2023-02-09,City_A,Standard,40,2,52886.86269617838,351063.3752104012,6.638007197121358,0.18455126276779799,0.05524823050327252,6.269407932801355,4.846013016902393
2023-02-10,City_A,Luxury,41,2,47681.66216272707,340255.64273799123,7.135985351701315,0.0267172221206867,0.021113866467718217,19.16385559468477,0.39992802129535
2023-02-10,City_A,Standard,41,2,47681.66216272707,340255.64273799123,7.135985351701315,0.0267172221206867,0.021113866467718217,17.24863420038919,2.064990409574234
2023-02-11,City_A,Luxury,42,2,46420.697574262,344498.2587305223,7.421221065870619,0.013126083866713444,0.05532790810727219,18.02759706028087,1.3493908901803688
2023-02-11,City_A,Standard,42,2,46420.697574262,344498.2587305223,7.421221065870619,0.013126083866713444,0.05532790810727219,14.932595184853591,6.299251321314989
2023-02-12,City_A,Luxury,43,2,62551.22893192911,344426.70140118536,5.506313901138618,0.32354513444777955,-0.024334409300110698,15.600255435576853,16.086721410609837
2023-02-12,City_A,Standard,43,2,62551.22893192911,344426.70140118536,5.506313901138618,0.32354513444777955,-0.024334409300110698,19.467643339874826,4.3815821876055905
2023-02-13,City_A,Luxury,44,2,47413.91371637614,348048.4217051931,7.340638948034821,0.05249381393274915,0.046679131217539305,7.26865007220449,2.7624576225392174
2023-02-13,City_A,Standard,44,2,47413.91371637614,348048.4217051931,7.340638948034821,0.05249381393274915,0.046679131217539305,8.288985523888702,0.12293609401119632
2023-02-14,City_A,Luxury,45,2,48216.72870798522,327171.4343347823,6.7854340827688535,0.023340442679214965,-0.013134233260614404,9.578804436506646,0.9437890371549869
2023-02-14,City_A,Standard,45,2,48216.72870798522,327171.4343347823,6.7854340827688535,0.023340442679214965,-0.013134233260614404,15.981475547340375,2.552951252266356
2023-02-15,City_A,Luxury,46,2,47299.29598663246,339275.21066581766,7.172944196922134,0.07397583599389607,-0.05318435890724546,16.090164994329573,0.0
2023-02-15,City_A,Standard,46,2,47299.29598663246,339275.21066581766,7.172944196922134,0.07397583599389607,-0.05318435890724546,11.345542686232774,3.3782586376060095
2023-02-16,City_A,Luxury,47,2,48698.26902949495,343104.0213842276,7.045507534906851,0.07913634285677486,0.031045192060208275,17.69414682004438,6.192496531295523
2023-02-16,City_A,Standard,47,2,48698.26902949495,343104.0213842276,7.045507534906851,0.07913634285677486,0.031045192060208275,13.810616001887134,4.110999815429304
2023-02-17,City_A,Luxury,48,2,48071.57856245486,344552.5486995444,7.167489793410878,0.05961322638572993,-0.05648339821245403,11.743798986676676,0.5687048717000851
2023-02-17,City_A,Standard,48,2,48071.57856245486,344552.5486995444,7.167489793410878,0.05961322638572993,-0.05648339821245403,9.167292420580708,3.9148398956510464
2023-02-18,City_A,Luxury,49,2,47034.59286432976,337858.06573044905,7.183182529186404,0.046976077953836105,0.003551556553027486,15.008279158901884,2.3579589690120835
2023-02-18,City_A,Standard,49,2,47034.59286432976,337858.06573044905,7.183182529186404,0.046976077953836105,0.003551556553027486,12.911034307550874,3.817832621078419
2023-02-19,City_A,Luxury,50,2,44621.44677154164,342025.9407445435,7.665057175211953,-0.0477505060306396,0.010171402312879016,7.4057620076550705,3.9853461087379323
2023-02-19,City_A,Standard,50,2,44621.44677154164,342025.9407445435,7.665057175211953,-0.0477505060306396,0.010171402312879016,19.504270885007713,4.114481199574211
2023-02-20,City_A,Luxury,51,2,56427.11480124135,443749.53627269826,7.8641188342831265,0.19116210013266677,0.30474758999849294,9.502882764584967,19.678530366469897
2023-02-20,City_A,Standard,51,2,56427.11480124135,443749.53627269826,7.8641188342831265,0.19116210013266677,0.30474758999849294,13.377091874242025,8.783273714825475
2023-02-21,City_A,Luxury,52,2,46287.855326452416,331122.9363128691,7.15355969676219,-0.03302341341809465,-0.02879948205040286,17.246807834008372,0.6820971134657818
2023-02-21,City_A,Standard,52,2,46287.855326452416,331122.9363128691,7.15355969676219,-0.03302341341809465,-0.02879948205040286,16.599630052963953,0.0
2023-02-22,City_A,Luxury,53,2,46534.62641093992,341055.51699625334,7.329069626227276,0.06931415349640892,-0.07988264755124447,13.556868729317914,1.7056946684456193
2023-02-22,City_A,Standard,53,2,46534.62641093992,341055.51699625334,7.329069626227276,0.06931415349640892,-0.07988264755124447,13.799499694595244,0.2818363125175567
2023-02-23,City_A,Luxury,54,2,45517.604295686986,348160.5830293759,7.648921519851733,-0.04360588908445894,0.02004021462466228,18.64275974667579,3.0318099743971976
2023-02-23,City_A,Standard,54,2,45517.604295686986,348160.5830293759,7.648921519851733,-0.04360588908445894,0.02004021462466228,6.9593672461488705,0.9494426580602191
2023-02-24,City_A,Luxury,55,2,47573.84171202604,344528.4802116412,7.241973063624771,-0.0010589497574601966,-0.015101473740814704,8.633534901137107,2.99833824563567
2023-02-24,City_A,Standard,55,2,47573.84171202604,344528.4802116412,7.241973063624771,-0.0010589497574601966,-0.015101473740814704,7.985265380224806,1.3212086391377758
2023-02-25,City_A,Luxury,56,2,43112.46164478718,351841.52570970677,8.16101684493464,-0.07106422544535865,0.041561874801295785,16.804410904781136,2.995003137269446
2023-02-25,City_A,Standard,56,2,43112.46164478718,351841.52570970677,8.16101684493464,-0.07106422544535865,0.041561874801295785,18.060894599782934,3.4075623406321887
2023-02-26,City_A,Luxury,57,2,46776.66558537416,371475.0796275917,7.941461302956623,0.04683796234080365,0.08323462805360479,14.510455889075503,2.8789858745193437
2023-02-26,City_A,Standard,57,2,46776.66558537416,371475.0796275917,7.941461302956623,0.04683796234080365,0.08323462805360479,6.465548166516124,3.7536640375922374
2023-02-27,City_A,Luxury,58,2,45613.722013214225,392989.11616646097,8.61558975723605,-0.042744047406798116,-0.02575790288280797,14.238980106300032,0.0
2023-02-27,City_A,Standard,58,2,45613.722013214225,392989.11616646097,8.61558975723605,-0.042744047406798116,-0.02575790288280797,12.901217786450694,0.0
2023-02-28,City_A,Luxury,59,2,45535.433802574036,341667.09957886173,7.503323698643404,-0.09711666264772344,0.018112104205196402,10.420739173483138,1.3504619565163578
2023-02-28,City_A,Standard,59,2,45535.433802574036,341667.09957886173,7.503323698643404,-0.09711666264772344,0.018112104205196402,19.548370128226452,2.1744246781010497
2023-03-01,City_A,Luxury,60,3,46215.1206587289,340150.49546915287,7.360155953739933,-0.02352481123021646,0.06659294847703105,18.870634880683557,1.639196833075964
2023-03-01,City_A,Standard,60,3,46215.1206587289,340150.49546915287,7.360155953739933,-0.02352481123021646,0.06659294847703105,12.978364364886497,3.1633401457775863
2023-03-02,City_A,Luxury,61,3,46462.60403271578,346117.4544829247,7.4493770138069,0.08366504680075988,0.026483511543272328,19.31195904586363,4.030613874121075
2023-03-02,City_A,Standard,61,3,46462.60403271578,346117.4544829247,7.4493770138069,0.08366504680075988,0.026483511543272328,11.109973847713887,2.651483972943263
2023-03-03,City_A,Luxury,62,3,49036.158770159556,342764.43664846965,6.990034400024322,0.10616230860027714,0.02977131443195288,13.465088347732602,2.927135538091326
2023-03-03,City_A,Standard,62,3,49036.158770159556,342764.43664846965,6.990034400024322,0.10616230860027714,0.02977131443195288,14.39674052342167,4.184158052644597
2023-03-04,City_A,Luxury,63,3,45820.52524587447,348155.7955583604,7.598249773221602,0.012466784103632113,0.07884322613603872,17.41901487277785,2.802266810488767
2023-03-04,City_A,Standard,63,3,45820.52524587447,348155.7955583604,7.598249773221602,0.012466784103632113,0.07884322613603872,13.769125393327375,5.9572235808451595
2023-03-05,City_A,Luxury,64,3,46939.103033219086,339951.78068714985,7.242400444818128,0.02032970838359174,0.022395410310176375,19.830133147186913,4.663570626085914
2023-03-05,City_A,Standard,64,3,46939.103033219086,339951.78068714985,7.242400444818128,0.02032970838359174,0.022395410310176375,15.899071465664939,2.9511022694473636
2023-03-06,City_A,Luxury,65,3,45723.96250195058,337462.2345572781,7.380424094759548,0.020834410562334267,0.003944389540411779,15.522359232940449,1.255056755219806
2023-03-06,City_A,Standard,65,3,45723.96250195058,337462.2345572781,7.380424094759548,0.020834410562334267,0.003944389540411779,12.11240261777188,5.535463624727857
2023-03-07,City_A,Luxury,66,3,41429.79313732802,344690.23388004897,8.31986374485382,-0.05136717059634329,0.004541614416939727,12.017941060411735,0.639570755455394
2023-03-07,City_A,Standard,66,3,41429.79313732802,344690.23388004897,8.31986374485382,-0.05136717059634329,0.004541614416939727,6.796503978663274,1.1532788874504867
2023-03-08,City_A,Luxury,67,3,63678.95588616727,360979.3229599183,5.668738093086925,0.29698439576567787,0.0920237665117682,15.49984751828238,17.23043366275898
2023-03-08,City_A,Standard,67,3,63678.95588616727,360979.3229599183,5.668738093086925,0.29698439576567787,0.0920237665117682,6.783066583972944,4.640568743405341
2023-03-09,City_A,Luxury,68,3,46968.74476894913,348152.18077494553,7.412422505382935,-0.03418611680266175,0.04784495042916494,17.744950664538578,6.008930127879485
2023-03-09,City_A,Standard,68,3,46968.74476894913,348152.18077494553,7.412422505382935,-0.03418611680266175,0.04784495042916494,13.995562047661169,0.39004868149978256
2023-03-10,City_A,Luxury,69,3,46729.51463919679,348064.1427553983,7.4484861536191,0.012671731203557093,0.01530754544240408,10.250583520789295,0.5720868667770262
2023-03-10,City_A,Standard,69,3,46729.51463919679,348064.1427553983,7.4484861536191,0.012671731203557093,0.01530754544240408,16.93548549007231,1.816673418299509
2023-03-11,City_A,Luxury,70,3,44742.1870499679,355282.660810559,7.940663705459475,-0.15400186796860268,0.012018586665809496,8.612052682319286,0.0
2023-03-11,City_A,Standard,70,3,44742.1870499679,355282.660810559,7.940663705459475,-0.15400186796860268,0.012018586665809496,13.410676087269774,0.0
2023-03-12,City_A,Luxury,71,3,49132.27647921009,337926.18983526446,6.877885863445694,0.030422897413525392,-0.006846184486411387,17.26814956832135,4.145288834314489
2023-03-12,City_A,Standard,71,3,49132.27647921009,337926.18983526446,6.877885863445694,0.030422897413525392,-0.006846184486411387,12.901182437074096,4.524423945785815
2023-03-13,City_A,Luxury,72,3,44648.27446532652,411270.51196402195,9.211341689887954,-0.038181742230392536,0.19382464654409493,6.439336324198849,4.64940135657318
2023-03-13,City_A,Standard,72,3,44648.27446532652,411270.51196402195,9.211341689887954,-0.038181742230392536,0.19382464654409493,19.933221129323787,2.1111407352834695
2023-03-14,City_A,Luxury,73,3,48581.584821360135,339618.69058515894,6.990687764385918,-0.22333124942711088,-0.013959460159350682,15.957472191513773,1.3756975653284165
2023-03-14,City_A,Standard,73,3,48581.584821360135,339618.69058515894,6.990687764385918,-0.22333124942711088,-0.013959460159350682,11.221465385692989,1.572697626277009
2023-03-15,City_A,Luxury,74,3,44826.89998984096,342201.8570971821,7.63385059361086,-0.054562332525645525,-0.016798135671372907,17.848578535390033,3.200458935206953
2023-03-15,City_A,Standard,74,3,44826.89998984096,342201.8570971821,7.63385059361086,-0.054562332525645525,-0.016798135671372907,14.236644720464785,2.693785607364187
2023-03-16,City_A,Luxury,75,3,48153.32425529652,406218.93607805297,8.435947930082351,-0.0013149886852071014,0.2416088125297159,6.954925468845385,1.9547279721601054
2023-03-16,City_A,Standard,75,3,48153.32425529652,406218.93607805297,8.435947930082351,-0.0013149886852071014,0.2416088125297159,16.01575462032426,3.4092804974938145
2023-03-17,City_A,Luxury,76,3,47410.95955536763,341345.3363134478,7.1997137268402405,0.0023607871196799956,0.006101611855365366,15.293749037862609,0.094619718741495
2023-03-17,City_A,Standard,76,3,47410.95955536763,341345.3363134478,7.1997137268402405,0.0023607871196799956,0.006101611855365366,6.536005246940018,0.9276918572062882
2023-03-18,City_A,Luxury,77,3,47958.16140221654,343786.88312990667,7.168475043207504,-0.015197822058729708,0.0019902469895983666,16.059729107196453,0.0
2023-03-18,City_A,Standard,77,3,47958.16140221654,343786.88312990667,7.168475043207504,-0.015197822058729708,0.0019902469895983666,17.849795237094682,0.9166070524871075
2023-03-19,City_A,Luxury,78,3,46250.862238204456,328588.70688532514,7.1044882405219685,-0.03787510996513082,-0.046332096147516794,13.90419824854076,5.3784169904524255
2023-03-19,City_A,Standard,78,3,46250.862238204456,328588.70688532514,7.1044882405219685,-0.03787510996513082,-0.046332096147516794,17.233747103529325,2.2498956685801534
2023-03-20,City_A,Luxury,79,3,49209.62292658002,362664.4821120814,7.369787869603696,0.04624319952176662,0.07342259634382521,15.291097331340794,0.0
2023-03-20,City_A,Standard,79,3,49209.62292658002,362664.4821120814,7.369787869603696,0.04624319952176662,0.07342259634382521,16.574974074090534,0.30425756648447244
2023-03-21,City_A,Luxury,80,3,47778.71280019948,341229.8998730276,7.141881391823576,0.07075669340850371,-0.0023274283517298617,12.768607409604291,4.505212804879612
2023-03-21,City_A,Standard,80,3,47778.71280019948,341229.8998730276,7.141881391823576,0.07075669340850371,-0.0023274283517298617,18.738359521050548,2.9085374774044936
2023-03-22,City_A,Luxury,81,3,47800.26754247836,342558.15853117406,7.166448560706383,-0.15288478401120031,-0.22803714588974547,9.16573458860859,0.8071187969356162
2023-03-22,City_A,Standard,81,3,47800.26754247836,342558.15853117406,7.166448560706383,-0.15288478401120031,-0.22803714588974547,16.27057655803254,0.4403414409360138
2023-03-23,City_A,Luxury,82,3,43992.1971697813,372772.27440656733,8.473599828803925,-0.04959525863707932,0.12578209941441487,10.550870540692403,0.31949585840944184
2023-03-23,City_A,Standard,82,3,43992.1971697813,372772.27440656733,8.473599828803925,-0.04959525863707932,0.12578209941441487,7.345604187999604,1.20244582433776
2023-03-24,City_A,Luxury,83,3,50416.92704437563,343478.4233433189,6.812759989140123,0.08342821105195365,0.007104140605625209,15.258259601694052,4.0392853108510565
2023-03-24,City_A,Standard,83,3,50416.92704437563,343478.4233433189,6.812759989140123,0.08342821105195365,0.007104140605625209,9.938652181453655,2.7689998840541667
2023-03-25,City_A,Luxury,84,3,59050.4898399468,322693.26191553584,5.464700848209366,0.297311024023778,-0.07314820331539726,6.319295125530935,7.451704706553931
2023-03-25,City_A,Standard,84,3,59050.4898399468,322693.26191553584,5.464700848209366,0.297311024023778,-0.07314820331539726,5.681969408073887,6.233303464367408
2023-03-26,City_A,Luxury,85,3,50911.05733692956,341655.2900477609,6.710826840359746,0.07014812142152299,-0.008339485206318262,7.367404719496978,3.6777800843593034
2023-03-26,City_A,Standard,85,3,50911.05733692956,341655.2900477609,6.710826840359746,0.07014812142152299,-0.008339485206318262,18.47176375405342,0.13523231501112365
2023-03-27,City_A,Luxury,86,3,48659.87047634231,391441.6063230471,8.044444066355664,0.12867297806516867,0.11255090067456414,16.896080499851863,2.4433052175680565
2023-03-27,City_A,Standard,86,3,48659.87047634231,391441.6063230471,8.044444066355664,0.12867297806516867,0.11255090067456414,14.280150636032975,5.666845069695192
2023-03-28,City_A,Luxury,87,3,46922.210988102204,343184.82506722707,7.313909933916935,0.0031114958902404366,-0.0761565340768645,11.657191114701213,3.5905815219413313
2023-03-28,City_A,Standard,87,3,46922.210988102204,343184.82506722707,7.313909933916935,0.0031114958902404366,-0.0761565340768645,18.098659186119818,0.0
2023-03-29,City_A,Luxury,88,3,49631.144709081214,345078.3020360058,6.952858010000028,0.08807487130085873,-0.12191384483574666,10.593054960212907,1.5244945238891083
2023-03-29,City_A,Standard,88,3,49631.144709081214,345078.3020360058,6.952858010000028,0.08807487130085873,-0.12191384483574666,11.02003914649139,4.356474668837189
2023-03-30,City_A,Luxury,89,3,48892.80871359964,329591.8150808412,6.74111027270897,0.0737310404372565,-0.035342251311011555,5.424865363205415,4.8033517725601484
2023-03-30,City_A,Standard,89,3,48892.80871359964,329591.8150808412,6.74111027270897,0.0737310404372565,-0.035342251311011555,14.953353793378415,3.38739232878767
2023-03-31,City_A,Luxury,90,3,45451.118172475646,346617.9939437019,7.626170881613366,-0.016531439826695565,0.01901363825923209,7.270414270879153,2.334896221328617
2023-03-31,City_A,Standard,90,3,45451.118172475646,346617.9939437019,7.626170881613366,-0.016531439826695565,0.01901363825923209,11.02274381276903,0.17653314472667891
2023-04-01,City_A,Luxury,91,4,49336.26597262474,352478.16587710526,7.144402984868883,0.061848921293466856,0.018377320507233598,11.436466752283843,2.744960259708114
2023-04-01,City_A,Standard,91,4,49336.26597262474,352478.16587710526,7.144402984868883,0.061848921293466856,0.018377320507233598,5.511435467799054,2.1587484803787804
2023-04-02,City_A,Luxury,92,4,43533.16533871269,347782.77469668427,7.988915393372782,-0.11222317509086074,0.014640778072788498,15.272055434687843,3.0091561123753143
2023-04-02,City_A,Standard,92,4,43533.16533871269,347782.77469668427,7.988915393372782,-0.11222317509086074,0.014640778072788498,11.088316289070882,3.6409572391661937
2023-04-03,City_A,Luxury,93,4,49341.31814751234,364732.4387692125,7.392028678252921,0.07683877220405433,0.04761271655486032,5.467036068958543,2.4370058563592423
